/**************************************************************************
 *** Layout File                                                        ***
 ***                                                                    ***
 *** This file is designed to provide the necessary information so      ***
 *** that NCES survey response data may be used in other statistical    ***
 *** software packages. This file provides variable names, locations,   ***
 *** and short descriptions for all selected variables. Additionally,   ***
 *** for categorical variables, this file also contains the response    ***
 *** codes and value label descriptions.                                ***
 ***                                                                    ***
 *** Full sample weights, replicate weights, and identification         ***
 *** numbers are added automatically to the list of variables selected  ***
 *** by the EDAT and are included here.                                 ***
 *************************************************************************/

/* ASCII Dataset File Name */
els_02_12_byf1sch

/* Total Record Length */
3561

/* Variable Names, Locations, and Descriptions */
SCH_ID         73-76         School ID
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
F1A15A
   0 = "No"
   1 = "Yes"
   -3 = "Item legitimate skip/NA"
   -4 = "Nonrespondent"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
F1A15B
   0 = "No"
   1 = "Yes"
   -3 = "Item legitimate skip/NA"
   -4 = "Nonrespondent"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
F1A15C
   0 = "No"
   1 = "Yes"
   -3 = "Item legitimate skip/NA"
   -4 = "Nonrespondent"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
F1A15D
   0 = "No"
   1 = "Yes"
   -3 = "Item legitimate skip/NA"
   -4 = "Nonrespondent"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
F1A15E
   0 = "No"
   1 = "Yes"
   -3 = "Item legitimate skip/NA"
   -4 = "Nonrespondent"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
F1A15F
   0 = "No"
   1 = "Yes"
   -3 = "Item legitimate skip/NA"
   -4 = "Nonrespondent"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
F1A16
   -3 = "Item legitimate skip/NA"
   -4 = "Nonrespondent"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
F1A17A
   1 = "Option is not available"
   2 = "Option is available but not required"
   3 = "Required upon failure"
   -3 = "Item legitimate skip/NA"
   -4 = "Nonrespondent"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
F1A17B
   1 = "Option is not available"
   2 = "Option is available but not required"
   3 = "Required upon failure"
   -3 = "Item legitimate skip/NA"
   -4 = "Nonrespondent"
   -6 = "Multiple response"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
F1A17C
   1 = "Option is not available"
   2 = "Option is available but not required"
   3 = "Required upon failure"
   -3 = "Item legitimate skip/NA"
   -4 = "Nonrespondent"
   -6 = "Multiple response"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
F1A17D
   1 = "Option is not available"
   2 = "Option is available but not required"
   3 = "Required upon failure"
   -3 = "Item legitimate skip/NA"
   -4 = "Nonrespondent"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
F1A17E
   1 = "Option is not available"
   2 = "Option is available but not required"
   3 = "Required upon failure"
   -3 = "Item legitimate skip/NA"
   -4 = "Nonrespondent"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
F1A17F
   1 = "Option is not available"
   2 = "Option available/required upon failure"
   -3 = "Item legitimate skip/NA"
   -4 = "Nonrespondent"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
F1A18A
   -3 = "Item legitimate skip/NA"
   -4 = "Nonrespondent"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
F1A18B
   -3 = "Item legitimate skip/NA"
   -4 = "Nonrespondent"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
F1A18C
   -3 = "Item legitimate skip/NA"
   -4 = "Nonrespondent"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
F1A19A
   1 = "None"
   2 = "1-10 percent"
   3 = "11-24 percent"
   4 = "25-49 percent"
   5 = "50-74 percent"
   6 = "75-100 percent"
   -4 = "Nonrespondent"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
F1A19B
   1 = "None"
   2 = "1-10 percent"
   3 = "11-24 percent"
   4 = "25-49 percent"
   5 = "50-74 percent"
   6 = "75-100 percent"
   -4 = "Nonrespondent"
   -6 = "Multiple response"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
F1A19C
   1 = "None"
   2 = "1-10 percent"
   3 = "11-24 percent"
   4 = "25-49 percent"
   5 = "50-74 percent"
   6 = "75-100 percent"
   -4 = "Nonrespondent"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
F1A19D
   1 = "None"
   2 = "1-10 percent"
   3 = "11-24 percent"
   4 = "25-49 percent"
   5 = "50-100 percent"
   -4 = "Nonrespondent"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
F1A20A
   1 = "None"
   2 = "1-10 percent"
   3 = "11-24 percent"
   4 = "25-49 percent"
   5 = "50-74 percent"
   6 = "75-100 percent"
   -4 = "Nonrespondent"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
F1A20B
   1 = "None"
   2 = "1-10 percent"
   3 = "11-24 percent"
   4 = "25-49 percent"
   5 = "50-74 percent"
   6 = "75-100 percent"
   -4 = "Nonrespondent"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
F1A20C
   1 = "None"
   2 = "1-10 percent"
   3 = "11-24 percent"
   4 = "25-49 percent"
   5 = "50-74 percent"
   6 = "75-100 percent"
   -4 = "Nonrespondent"
   -6 = "Multiple response"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
F1A20D
   1 = "None"
   2 = "1-10 percent"
   3 = "11-24 percent"
   4 = "25-49 percent"
   5 = "50-74 percent"
   6 = "75-100 percent"
   -4 = "Nonrespondent"
   -6 = "Multiple response"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
F1A20E
   1 = "None"
   2 = "1-10 percent"
   3 = "11-24 percent"
   4 = "25-49 percent"
   5 = "50-74 percent"
   6 = "75-100 percent"
   -4 = "Nonrespondent"
   -6 = "Multiple response"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
F1A20F
   1 = "None"
   2 = "1-10 percent"
   3 = "11-24 percent"
   4 = "25-49 percent"
   5 = "50-74 percent"
   6 = "75-100 percent"
   -4 = "Nonrespondent"
   -6 = "Multiple response"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
F1A20G
   1 = "None"
   2 = "1-10 percent"
   3 = "11-24 percent"
   4 = "25-100 percent"
   -4 = "Nonrespondent"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
F1A20H
   1 = "None"
   2 = "1-10 percent"
   3 = "11-24 percent"
   4 = "25-49 percent"
   5 = "50-74 percent"
   6 = "75-100 percent"
   -4 = "Nonrespondent"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
F1A21A
   0 = "No"
   1 = "Yes"
   -4 = "Nonrespondent"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
F1A21B
   0 = "No"
   1 = "Yes"
   -4 = "Nonrespondent"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
F1A21C
   0 = "No"
   1 = "Yes"
   -4 = "Nonrespondent"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
F1A21D
   0 = "No"
   1 = "Yes"
   -4 = "Nonrespondent"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
F1A21E
   0 = "No"
   1 = "Yes"
   -4 = "Nonrespondent"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
F1A21F
   0 = "No"
   1 = "Yes"
   -4 = "Nonrespondent"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
F1A22B
   -4 = "Nonrespondent"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
F1A22C
   -4 = "Nonrespondent"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
F1A22D
   -4 = "Nonrespondent"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
F1A22E
   -4 = "Nonrespondent"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
F1A22F
   -4 = "Nonrespondent"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
F1A22G
   -4 = "Nonrespondent"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
F1A23
   0 = "No"
   1 = "Yes"
   -4 = "Nonrespondent"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
F1A24A
   0 = "No"
   1 = "Yes"
   -3 = "Item legitimate skip/NA"
   -4 = "Nonrespondent"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
F1A24B
   0 = "No"
   1 = "Yes"
   -3 = "Item legitimate skip/NA"
   -4 = "Nonrespondent"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
F1A24C
   0 = "No"
   1 = "Yes"
   -3 = "Item legitimate skip/NA"
   -4 = "Nonrespondent"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
F1A24D
   0 = "No"
   1 = "Yes"
   -3 = "Item legitimate skip/NA"
   -4 = "Nonrespondent"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
F1A24E
   0 = "No"
   1 = "Yes"
   -3 = "Item legitimate skip/NA"
   -4 = "Nonrespondent"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
F1A24F
   0 = "No"
   1 = "Yes"
   -3 = "Item legitimate skip/NA"
   -4 = "Nonrespondent"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
F1A24G
   0 = "No"
   1 = "Yes"
   -3 = "Item legitimate skip/NA"
   -4 = "Nonrespondent"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
F1A25A
   0 = "No"
   1 = "Yes"
   -3 = "Item legitimate skip/NA"
   -4 = "Nonrespondent"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
F1A25B
   0 = "No"
   1 = "Yes"
   -3 = "Item legitimate skip/NA"
   -4 = "Nonrespondent"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
F1A25C
   0 = "No"
   1 = "Yes"
   -3 = "Item legitimate skip/NA"
   -4 = "Nonrespondent"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
F1A25D
   0 = "No"
   1 = "Yes"
   -3 = "Item legitimate skip/NA"
   -4 = "Nonrespondent"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
F1A25E
   0 = "No"
   1 = "Yes"
   -3 = "Item legitimate skip/NA"
   -4 = "Nonrespondent"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
F1A25F
   0 = "No"
   1 = "Yes"
   -3 = "Item legitimate skip/NA"
   -4 = "Nonrespondent"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
F1A25G
   0 = "No"
   1 = "Yes"
   -3 = "Item legitimate skip/NA"
   -4 = "Nonrespondent"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
F1A25H
   0 = "No"
   1 = "Yes"
   -3 = "Item legitimate skip/NA"
   -4 = "Nonrespondent"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
F1A25I
   0 = "No"
   1 = "Yes"
   -3 = "Item legitimate skip/NA"
   -4 = "Nonrespondent"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
F1A27
   -4 = "Nonrespondent"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
F1A28
   -4 = "Nonrespondent"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
F1A29AP
   1 = "0 teachers"
   2 = "1-5 teachers"
   3 = "6-10 teachers"
   4 = "11-20 teachers"
   5 = "More than 20 teachers"
   -1 = "Don't know"
   -4 = "Nonrespondent"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
F1A29BP
   1 = "0 teachers"
   2 = "1-5 teachers"
   3 = "6-10 teachers"
   4 = "11-20 teachers"
   5 = "21-30 teachers"
   6 = "31-45 teachers"
   7 = "46-60 teachers"
   8 = "61-75 teachers"
   9 = "76-100 teachers"
   10 = "More than 100 teachers"
   -1 = "Don't know"
   -4 = "Nonrespondent"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
F1A29CP
   1 = "0 teachers"
   2 = "1-5 teachers"
   3 = "6-10 teachers"
   4 = "11-20 teachers"
   5 = "21-30 teachers"
   6 = "31-45 teachers"
   7 = "46-60 teachers"
   8 = "61-75 teachers"
   9 = "76-100 teachers"
   10 = "More than 100 teachers"
   -1 = "Don't know"
   -4 = "Nonrespondent"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
F1A29DP
   1 = "0 teachers"
   2 = "1-5 teachers"
   3 = "6-10 teachers"
   4 = "More than 10 teachers"
   -1 = "Don't know"
   -4 = "Nonrespondent"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
F1A29EP
   1 = "0 teachers"
   2 = "1-5 teachers"
   3 = "6-10 teachers"
   4 = "11-20 teachers"
   6 = "31-45 teachers"
   7 = "46-60 teachers"
   8 = "61-75 teachers"
   9 = "76-100 teachers"
   10 = "More than 100 teachers"
   -4 = "Nonrespondent"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
F1A30
   0 = "0 staff members"
   1 = "1 staff member"
   2 = "2 staff members"
   3 = "3 staff members"
   4 = "4 staff members"
   5 = "5 or more staff members"
   -4 = "Nonrespondent"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
F1A31
   0 = "0 staff members"
   1 = "1 staff member"
   2 = "2 staff members"
   3 = "3 staff members"
   4 = "4 or more staff members"
   -4 = "Nonrespondent"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
F1A32A
   -4 = "Nonrespondent"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
F1A32B
   -4 = "Nonrespondent"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
F1A33A
   -4 = "Nonrespondent"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
F1A33B
   -4 = "Nonrespondent"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
F1A33C
   -4 = "Nonrespondent"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
F1A33D
   -4 = "Nonrespondent"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
F1A33E
   -4 = "Nonrespondent"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
F1A33F
   -4 = "Nonrespondent"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
F1A34A
   -4 = "Nonrespondent"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
F1A34B
   -4 = "Nonrespondent"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
F1A34C
   -4 = "Nonrespondent"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
F1A34D
   -4 = "Nonrespondent"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
F1A35
   -4 = "Nonrespondent"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
F1A37A
   -4 = "Nonrespondent"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
F1A37B
   -4 = "Nonrespondent"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
F1A37C
   -4 = "Nonrespondent"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
F1A37D
   -4 = "Nonrespondent"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
F1A38A
   1 = "Not at all accurate"
   2 = "Not at all accurate-somewhat accurate"
   3 = "Somewhat accurate"
   4 = "Somewhat accurate-very accurate"
   5 = "Very accurate"
   -4 = "Nonrespondent"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
F1A38B
   2 = "Not at all accurate-somewhat accurate"
   3 = "Somewhat accurate"
   4 = "Somewhat accurate-very accurate"
   5 = "Very accurate"
   -4 = "Nonrespondent"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
F1A38C
   1 = "Not at all accurate"
   2 = "Not at all accurate-somewhat accurate"
   3 = "Somewhat accurate"
   4 = "Somewhat accurate-very accurate"
   5 = "Very accurate"
   -4 = "Nonrespondent"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
F1A38D
   1 = "Not at all accurate"
   2 = "Not at all accurate-somewhat accurate"
   3 = "Somewhat accurate"
   4 = "Somewhat accurate-very accurate"
   5 = "Very accurate"
   -4 = "Nonrespondent"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
F1A38E
   1 = "Not at all accurate"
   2 = "Not at all accurate-somewhat accurate"
   3 = "Somewhat accurate"
   4 = "Somewhat accurate-very accurate"
   5 = "Very accurate"
   -4 = "Nonrespondent"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
F1A38F
   2 = "Not at all accurate-somewhat accurate"
   3 = "Somewhat accurate"
   4 = "Somewhat accurate-very accurate"
   5 = "Very accurate"
   -4 = "Nonrespondent"
   -6 = "Multiple response"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
F1A38G
   1 = "Not at all accurate"
   2 = "Not at all accurate-somewhat accurate"
   3 = "Somewhat accurate"
   4 = "Somewhat accurate-very accurate"
   5 = "Very accurate"
   -4 = "Nonrespondent"
   -6 = "Multiple response"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
F1A38H
   1 = "Not at all accurate"
   2 = "Not at all accurate-somewhat accurate"
   3 = "Somewhat accurate"
   4 = "Somewhat accurate-very accurate"
   5 = "Very accurate"
   -4 = "Nonrespondent"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
F1A38I
   1 = "Not at all accurate"
   2 = "Not at all accurate-somewhat accurate"
   3 = "Somewhat accurate"
   4 = "Somewhat accurate-very accurate"
   5 = "Very accurate"
   -4 = "Nonrespondent"
   -6 = "Multiple response"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
F1A38J
   1 = "Not at all accurate"
   2 = "Not at all accurate-somewhat accurate"
   3 = "Somewhat accurate"
   4 = "Somewhat accurate-very accurate"
   5 = "Very accurate"
   -4 = "Nonrespondent"
   -6 = "Multiple response"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
F1A38K
   1 = "Not at all accurate"
   2 = "Not at all accurate-somewhat accurate"
   3 = "Somewhat accurate"
   4 = "Somewhat accurate-very accurate"
   5 = "Very accurate"
   -4 = "Nonrespondent"
   -6 = "Multiple response"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
F1A38L
   1 = "Not at all accurate"
   2 = "Not at all accurate-somewhat accurate"
   3 = "Somewhat accurate"
   4 = "Somewhat accurate-very accurate"
   5 = "Very accurate"
   -4 = "Nonrespondent"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
F1A38M
   1 = "Not at all accurate"
   2 = "Not at all accurate-somewhat accurate"
   3 = "Somewhat accurate"
   4 = "Somewhat accurate-very accurate"
   5 = "Very accurate"
   -4 = "Nonrespondent"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
F1A38N
   1 = "Not at all accurate"
   2 = "Not at all accurate-somewhat accurate"
   3 = "Somewhat accurate"
   4 = "Somewhat accurate-very accurate"
   5 = "Very accurate"
   -4 = "Nonrespondent"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
F1A39A
   -4 = "Nonrespondent"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
F1A39B
   -4 = "Nonrespondent"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
F1A39C
   -4 = "Nonrespondent"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
F1A40A
   1 = "Daily"
   2 = "At least once a week"
   3 = "At least once a month"
   4 = "On occasion"
   5 = "Never"
   -4 = "Nonrespondent"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
F1A40B
   1 = "Daily"
   2 = "At least once a week"
   3 = "At least once a month"
   4 = "On occasion"
   5 = "Never"
   -4 = "Nonrespondent"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
F1A40C
   2 = "At least once a week"
   3 = "At least once a month"
   4 = "On occasion"
   5 = "Never"
   -4 = "Nonrespondent"
   -6 = "Multiple response"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
F1A40D
   2 = "At least once a week"
   3 = "At least once a month"
   4 = "On occasion"
   5 = "Never"
   -4 = "Nonrespondent"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
F1A40E
   1 = "Daily"
   2 = "At least once a week"
   3 = "At least once a month"
   4 = "On occasion"
   5 = "Never"
   -4 = "Nonrespondent"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
F1A40F
   1 = "Daily"
   2 = "At least once a week"
   3 = "At least once a month"
   4 = "On occasion"
   5 = "Never"
   -4 = "Nonrespondent"
   -6 = "Multiple response"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
F1A40G
   1 = "Daily"
   2 = "At least once a week"
   3 = "At least once a month"
   4 = "On occasion"
   5 = "Never"
   -4 = "Nonrespondent"
   -6 = "Multiple response"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
F1A40H
   3 = "At least once a month"
   4 = "On occasion"
   5 = "Never"
   -4 = "Nonrespondent"
   -6 = "Multiple response"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
F1A40I
   4 = "On occasion"
   5 = "Never"
   -4 = "Nonrespondent"
   -6 = "Multiple response"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
F1A40J
   2 = "At least once a week"
   3 = "At least once a month"
   4 = "On occasion"
   5 = "Never"
   -4 = "Nonrespondent"
   -6 = "Multiple response"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
F1A40K
   1 = "Daily"
   2 = "At least once a week"
   3 = "At least once a month"
   4 = "On occasion"
   5 = "Never"
   -4 = "Nonrespondent"
   -6 = "Multiple response"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
F1A40L
   1 = "Daily"
   2 = "At least once a week"
   3 = "At least once a month"
   4 = "On occasion"
   5 = "Never"
   -4 = "Nonrespondent"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
F1A40M
   2 = "At least once a week"
   3 = "At least once a month"
   4 = "On occasion"
   5 = "Never"
   -4 = "Nonrespondent"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
F1A40N
   1 = "Daily"
   2 = "At least once a week"
   3 = "At least once a month"
   4 = "On occasion"
   5 = "Never"
   -4 = "Nonrespondent"
   -6 = "Multiple response"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
F1A40O
   2 = "At least once a week"
   3 = "At least once a month"
   4 = "On occasion"
   5 = "Never"
   -4 = "Nonrespondent"
   -6 = "Multiple response"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
F1A40P
